id_2019,id_2020,name_2019,name_2020,change,population,areal,land,poplandratio,countyid_2019,county_2019,countyid_2020,county_2020
1917,5413,Ibestad,Ibestad,null,1375,241,234,6,19,TROMS,54,TROMS OG FINNMARK
5053,5053,Inderøy,Inderøy,null,6804,366,351,19,50,TRØNDELAG,50,TRØNDELAG
5054,5054,Indre Fosen,Indre Fosen,4,9988,1052,988,10,50,TRØNDELAG,50,TRØNDELAG
0935,4218,Iveland,Iveland,null,1326,262,246,5,9,AUST-AGDER,42,AGDER
0532,3053,Jevnaker,Jevnaker,null,6846,226,194,35,5,OPPLAND,30,VIKEN
1227,4618,Jondal,Ullensvang,23,1087,247,235,5,12,HORDALAND,46,VESTLAND
1431,4647,Jølster,Sunnfjord,25,3047,671,620,5,14,SOGN OG FJORDANE,46,VESTLAND
1936,5423,Karlsøy,Karlsøy,null,2252,1092,1051,2,19,TROMS,54,TROMS OG FINNMARK
1149,1149,Karmøy,Karmøy,null,42161,230,220,192,11,ROGALAND,11,ROGALAND
1120,1120,Klepp,Klepp,null,19354,113,102,189,11,ROGALAND,11,ROGALAND
5030,5001,Klæbu,Trondheim,37,6076,186,175,35,50,TRØNDELAG,50,TRØNDELAG
0604,3006,Kongsberg,Kongsberg,null,27481,793,754,36,6,BUSKERUD,30,VIKEN
0402,3401,Kongsvinger,Kongsvinger,null,17823,1036,953,19,4,HEDMARK,34,INNLANDET
0815,3814,Kragerø,Kragerø,null,10406,305,289,36,8,TELEMARK,38,VESTFOLD OG TELEMARK
1001,4204,Kristiansand,Kristiansand,16,92282,277,259,356,10,VEST-AGDER,42,AGDER
1505,1505,Kristiansund,Kristiansund,null,24274,87,86,282,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
0622,3046,Krødsherad,Krødsherad,null,2239,374,340,7,6,BUSKERUD,30,VIKEN
2017,5406,Kvalsund,Hammerfest,47,988,1844,1739,1,20,FINNMARK,54,TROMS OG FINNMARK
1238,4622,Kvam,Kvam,null,8441,617,580,15,12,HORDALAND,46,VESTLAND
1037,4227,Kvinesdal,Kvinesdal,null,6048,963,886,7,10,VEST-AGDER,42,AGDER
1224,4617,Kvinnherad,Kvinnherad,null,13137,1091,1043,13,12,HORDALAND,46,VESTLAND
0829,3821,Kviteseid,Kviteseid,null,2403,708,623,4,8,TELEMARK,38,VESTFOLD OG TELEMARK
1144,1144,Kvitsøy,Kvitsøy,null,516,6,6,82,11,ROGALAND,11,ROGALAND
1911,5411,Kvæfjord,Kvæfjord,null,2858,513,497,6,19,TROMS,54,TROMS OG FINNMARK
1943,5429,Kvænangen,Kvænangen,null,1202,2109,2009,1,19,TROMS,54,TROMS OG FINNMARK
2021,5437,Kárásjohka - Karasjok,Kárásjohka - Karasjok,null,2673,5453,5209,1,20,FINNMARK,54,TROMS OG FINNMARK
0712,3805,Larvik,Larvik,2,47107,813,772,61,7,VESTFOLD,38,VESTFOLD OG TELEMARK
2022,5438,Lebesby,Lebesby,null,1328,3459,3232,0,20,FINNMARK,54,TROMS OG FINNMARK
1419,4640,Leikanger,Sogndal,28,2331,180,177,13,14,SOGN OG FJORDANE,46,VESTLAND
1822,1822,Leirfjord,Leirfjord,null,2320,465,451,5,18,NORDLAND,18,NORDLAND
5052,5052,Leka,Leka,null,567,110,108,5,50,TRØNDELAG,50,TRØNDELAG
1931,5421,Lenvik,Senja,46,11679,893,849,14,19,TROMS,54,TROMS OG FINNMARK
0512,3432,Lesja,Lesja,null,2009,2260,2169,1,5,OPPLAND,34,INNLANDET
5037,5037,Levanger,Levanger,null,20254,646,610,33,50,TRØNDELAG,50,TRØNDELAG
0626,3049,Lier,Lier,null,26373,302,282,94,6,BUSKERUD,30,VIKEN
5042,5042,Lierne,Lierne,null,1386,2962,2631,1,50,TRØNDELAG,50,TRØNDELAG
0501,3405,Lillehammer,Lillehammer,null,28023,478,451,62,5,OPPLAND,34,INNLANDET
0926,4215,Lillesand,Lillesand,null,10990,190,180,61,9,AUST-AGDER,42,AGDER
1029,4205,Lindesnes,Lindesnes,17,4953,316,297,17,10,VEST-AGDER,42,AGDER
1263,4631,Lindås,Alver,21,15812,475,456,35,12,HORDALAND,46,VESTLAND
1920,5415,Loabák - Lavangen,Loabák - Lavangen,null,1042,302,296,4,19,TROMS,54,TROMS OG FINNMARK
0514,3434,Lom,Lom,null,2293,1969,1889,1,5,OPPLAND,34,INNLANDET
2014,5432,Loppa,Loppa,null,917,689,671,1,20,FINNMARK,54,TROMS OG FINNMARK
1112,1112,Lund,Lund,null,3213,408,354,9,11,ROGALAND,11,ROGALAND
0533,3054,Lunner,Lunner,null,9051,292,272,33,5,OPPLAND,30,VIKEN
1834,1834,Lurøy,Lurøy,null,1904,265,258,7,18,NORDLAND,18,NORDLAND
1426,4644,Luster,Luster,null,5195,2706,2601,2,14,SOGN OG FJORDANE,46,VESTLAND
1032,4225,Lyngdal,Lyngdal,15,8609,391,370,23,10,VEST-AGDER,42,AGDER
1938,5424,Lyngen,Lyngen,null,2847,813,796,4,19,TROMS,54,TROMS OG FINNMARK
1422,4642,Lærdal,Lærdal,null,2151,1343,1276,2,14,SOGN OG FJORDANE,46,VESTLAND
1851,1851,Lødingen,Lødingen,null,2077,527,508,4,18,NORDLAND,18,NORDLAND
0230,3029,Lørenskog,Lørenskog,null,40106,71,67,596,2,AKERSHUS,30,VIKEN
0415,3412,Løten,Løten,null,7663,369,362,21,4,HEDMARK,34,INNLANDET
5031,5031,Malvik,Malvik,null,14040,168,162,87,50,TRØNDELAG,50,TRØNDELAG
1002,4205,Mandal,Lindesnes,17,15659,223,211,74,10,VEST-AGDER,42,AGDER
0119,3013,Marker,Marker,null,3592,413,368,10,1,ØSTFOLD,30,VIKEN
1021,4205,Marnardal,Lindesnes,17,2297,395,376,6,10,VEST-AGDER,42,AGDER
1266,4634,Masfjorden,Masfjorden,null,1711,556,509,3,12,HORDALAND,46,VESTLAND
1256,4631,Meland,Alver,21,8187,93,88,94,12,HORDALAND,46,VESTLAND
5023,5059,Meldal,Meldal,null,3905,613,592,7,50,TRØNDELAG,50,TRØNDELAG
5028,5028,Melhus,Melhus,null,16562,694,653,25,50,TRØNDELAG,50,TRØNDELAG
1837,1837,Meløy,Meløy,null,6331,874,798,8,18,NORDLAND,18,NORDLAND
5034,5034,Meråker,Meråker,null,2432,1274,1188,2,50,TRØNDELAG,50,TRØNDELAG
1545,1506,Midsund,Molde,33,2019,95,94,22,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
5027,5027,Midtre Gauldal,Midtre Gauldal,null,6246,1861,1803,3,50,TRØNDELAG,50,TRØNDELAG
1252,4629,Modalen,Modalen,null,380,412,379,1,12,HORDALAND,46,VESTLAND
0623,3047,Modum,Modum,null,13980,517,463,30,6,BUSKERUD,30,VIKEN
1502,1506,Molde,Molde,33,27001,363,355,76,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
1874,1874,Moskenes,Moskenes,null,1039,119,110,9,18,NORDLAND,18,NORDLAND
0104,3002,Moss,Moss,5,32726,64,58,564,1,ØSTFOLD,30,VIKEN
1924,5418,Målselv,Målselv,null,6805,3326,3207,2,19,TROMS,54,TROMS OG FINNMARK
2018,5434,Måsøy,Måsøy,null,1235,1136,1067,1,20,FINNMARK,54,TROMS OG FINNMARK
5040,5007,Namdalseid,Namsos,41,1576,770,735,2,50,TRØNDELAG,50,TRØNDELAG
5005,5007,Namsos,Namsos,41,13113,779,751,17,50,TRØNDELAG,50,TRØNDELAG
5044,5044,Namsskogan,Namsskogan,null,871,1417,1353,1,50,TRØNDELAG,50,TRØNDELAG
0238,3036,Nannestad,Nannestad,null,13682,341,324,42,2,AKERSHUS,30,VIKEN
1805,1806,Narvik,Narvik,43,18630,2023,1904,10,18,NORDLAND,18,NORDLAND
1433,4647,Naustdal,Sunnfjord,25,2793,369,356,8,14,SOGN OG FJORDANE,46,VESTLAND
0625,3005,Nedre Eiker,Drammen,11,24963,122,114,219,6,BUSKERUD,30,VIKEN
0236,3034,Nes (Akershus),Nes (Akershus),null,21885,637,609,36,2,AKERSHUS,30,VIKEN
0616,3040,Nes (Buskerud),Nes (Buskerud),null,3315,810,772,4,6,BUSKERUD,30,VIKEN
1828,1828,Nesna,Nesna,null,1792,183,181,10,18,NORDLAND,18,NORDLAND
0216,3023,Nesodden,Nesodden,null,19488,61,61,321,2,AKERSHUS,30,VIKEN
1543,1506,Nesset,Molde,33,2956,1046,986,3,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
0830,3822,Nissedal,Nissedal,null,1476,905,786,2,8,TELEMARK,38,VESTFOLD OG TELEMARK
0233,3031,Nittedal,Nittedal,null,24089,186,179,134,2,AKERSHUS,30,VIKEN
0819,3816,Nome,Nome,null,6538,430,385,17,8,TELEMARK,38,VESTFOLD OG TELEMARK
0542,3451,Nord-Aurdal,Nord-Aurdal,null,6418,906,849,8,5,OPPLAND,34,INNLANDET
0516,3436,Nord-Fron,Nord-Fron,null,5742,1141,1092,5,5,OPPLAND,34,INNLANDET
0418,3414,Nord-Odal,Nord-Odal,null,5024,508,475,11,4,HEDMARK,34,INNLANDET
1524,1578,Norddal,Fjord,31,1645,944,900,2,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
2019,5435,Nordkapp,Nordkapp,null,3218,926,892,4,20,FINNMARK,54,TROMS OG FINNMARK
0538,3448,Nordre Land,Nordre Land,null,6671,955,920,7,5,OPPLAND,34,INNLANDET
1942,5428,Nordreisa - Ráisa - Raisi,Nordreisa - Ráisa - Raisi,null,4909,3438,3336,1,19,TROMS,54,TROMS OG FINNMARK
0633,3052,Nore og Uvdal,Nore og Uvdal,null,2448,2502,2266,1,6,BUSKERUD,30,VIKEN
0807,3808,Notodden,Notodden,null,12682,919,851,15,8,TELEMARK,38,VESTFOLD OG TELEMARK
5051,5060,Nærøy,Nærøysund,42,5072,1068,1014,5,50,TRØNDELAG,50,TRØNDELAG
1228,4618,Odda,Ullensvang,23,6745,1616,1475,5,12,HORDALAND,46,VESTLAND
5021,5021,Oppdal,Oppdal,null,6975,2274,2201,3,50,TRØNDELAG,50,TRØNDELAG
0217,3020,Oppegård,Nordre Follo,8,27394,37,34,799,2,AKERSHUS,30,VIKEN
5024,5059,Orkdal,Orkland,36,12086,594,564,21,50,TRØNDELAG,50,TRØNDELAG
0441,3430,Os (Hedmark),Os (Hedmark),null,1912,1040,1007,2,4,HEDMARK,34,INNLANDET
1243,4624,Os (Hordaland),Bjørnafjorden,22,20804,140,134,156,12,HORDALAND,46,VESTLAND
5020,5020,Osen,Osen,null,947,387,370,3,50,TRØNDELAG,50,TRØNDELAG
0301,301,Oslo,Oslo,null,681071,454,426,1597,3,OSLO,3,OSLO
1253,4630,Osterøy,Osterøy,null,8120,255,244,33,12,HORDALAND,46,VESTLAND
5047,5047,Overhalla,Overhalla,null,3879,730,689,6,50,TRØNDELAG,50,TRØNDELAG
2020,5436,Porsanger - Porsángu - Porsanki,Porsanger - Porsángu - Porsanki,null,3944,4873,4640,1,20,FINNMARK,54,TROMS OG FINNMARK
0805,3806,Porsgrunn,Porsgrunn,null,36224,164,161,225,8,TELEMARK,38,VESTFOLD OG TELEMARK
5043,5043,Raarvihke - Røyrvik,Raarvihke - Røyrvik,null,482,1585,1331,0,50,TRØNDELAG,50,TRØNDELAG
1260,4631,Radøy,Alver,21,5091,111,107,48,12,HORDALAND,46,VESTLAND
0128,3016,Rakkestad,Rakkestad,null,8230,435,421,20,1,ØSTFOLD,30,VIKEN
1833,1833,Rana,Rana,null,26315,4460,4203,6,18,NORDLAND,18,NORDLAND
1127,1127,Randaberg,Randaberg,null,11053,25,24,458,11,ROGALAND,11,ROGALAND
1539,1539,Rauma,Rauma,null,7487,1502,1442,5,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
0716,3803,Re,Tønsberg,13,9730,225,222,44,7,VESTFOLD,38,VESTFOLD OG TELEMARK
0432,3424,Rendalen,Rendalen,null,1791,3180,3061,1,4,HEDMARK,34,INNLANDET
5022,5022,Rennebu,Rennebu,null,2501,948,924,3,50,TRØNDELAG,50,TRØNDELAG
1142,1103,Rennesøy,Stavanger,18,4847,66,65,75,11,ROGALAND,11,ROGALAND
5061,5061,Rindal,Rindal,null,2028,632,612,3,50,TRØNDELAG,50,TRØNDELAG
0520,3439,Ringebu,Ringebu,null,4425,1248,1222,4,5,OPPLAND,34,INNLANDET
0605,3007,Ringerike,Ringerike,null,30442,1555,1422,21,6,BUSKERUD,30,VIKEN
0412,3411,Ringsaker,Ringsaker,null,34488,1280,1123,31,4,HEDMARK,34,INNLANDET
0901,4201,Risør,Risør,null,6848,193,179,38,9,AUST-AGDER,42,AGDER
5019,5058,Roan,Åfjord,39,957,375,355,3,50,TRØNDELAG,50,TRØNDELAG
0632,3051,Rollag,Rollag,null,1419,449,430,3,6,BUSKERUD,30,VIKEN
0136,3002,Rygge,Moss,5,16145,74,70,232,1,ØSTFOLD,30,VIKEN
0135,3017,Råde,Råde,null,7542,119,105,72,1,ØSTFOLD,30,VIKEN
0228,3027,Rælingen,Rælingen,null,18161,72,56,322,2,AKERSHUS,30,VIKEN
1836,1836,Rødøy,Rødøy,null,1238,711,686,2,18,NORDLAND,18,NORDLAND
0121,3026,Rømskog,Aurskog-Høland,7,673,183,159,4,1,ØSTFOLD,30,VIKEN
5025,5025,Røros,Røros,null,5610,1956,1756,3,50,TRØNDELAG,50,TRØNDELAG
1856,1856,Røst,Røst,null,508,10,10,52,18,NORDLAND,18,NORDLAND
0627,3025,Røyken,Asker,10,22635,113,111,203,6,BUSKERUD,30,VIKEN
1923,5417,Salangen,Salangen,null,2183,458,438,5,19,TROMS,54,TROMS OG FINNMARK
1840,1840,Saltdal,Saltdal,null,4657,2216,2084,2,18,NORDLAND,18,NORDLAND
1242,4623,Samnanger,Samnanger,null,2465,269,257,10,12,HORDALAND,46,VESTLAND
1514,1514,Sande (Møre og Romsdal),Sande (Møre og Romsdal),null,2493,93,90,28,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
0713,3802,Sande (Vestfold),Holmestrand,12,9904,178,174,57,7,VESTFOLD,38,VESTFOLD OG TELEMARK
0710,3804,Sandefjord,Sandefjord,1,63271,422,414,153,7,VESTFOLD,38,VESTFOLD OG TELEMARK
1102,1108,Sandnes,Sandnes,19,77246,304,285,271,11,ROGALAND,11,ROGALAND
1546,1507,Sandøy,Ålesund,30,1238,21,21,58,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
0105,3003,Sarpsborg,Sarpsborg,null,55997,406,370,151,1,ØSTFOLD,30,VIKEN
1135,1135,Sauda,Sauda,null,4597,547,508,9,11,ROGALAND,11,ROGALAND
0822,3817,Sauherad,Midt-Telemark,14,4293,321,290,15,8,TELEMARK,38,VESTFOLD OG TELEMARK
0517,3437,Sel,Sel,null,5789,905,888,7,5,OPPLAND,34,INNLANDET
5032,5032,Selbu,Selbu,null,4088,1235,1140,4,50,TRØNDELAG,50,TRØNDELAG
1441,4649,Selje,Stad,27,2747,226,220,12,14,SOGN OG FJORDANE,46,VESTLAND
0828,3820,Seljord,Seljord,null,2934,715,669,4,8,TELEMARK,38,VESTFOLD OG TELEMARK
0621,3045,Sigdal,Sigdal,null,3490,842,811,4,6,BUSKERUD,30,VIKEN
0811,3812,Siljan,Siljan,null,2329,214,202,12,8,TELEMARK,38,VESTFOLD OG TELEMARK
1046,4228,Sirdal,Sirdal,null,1839,1554,1373,1,10,VEST-AGDER,42,AGDER
5029,5029,Skaun,Skaun,null,8231,224,213,39,50,TRØNDELAG,50,TRØNDELAG
0231,3030,Skedsmo,Lillestrøm,9,55652,77,75,742,2,AKERSHUS,30,VIKEN
0213,3020,Ski,Nordre Follo,8,30843,166,162,191,2,AKERSHUS,30,VIKEN
0806,3807,Skien,Skien,null,54645,779,719,76,8,TELEMARK,38,VESTFOLD OG TELEMARK
0127,3015,Skiptvet,Skiptvet,null,3797,101,93,41,1,ØSTFOLD,30,VIKEN
1941,5427,Skjervøy,Skjervøy,null,2917,474,465,6,19,TROMS,54,TROMS OG FINNMARK
0513,3433,Skjåk,Skjåk,null,2204,2076,1967,1,5,OPPLAND,34,INNLANDET
1529,1507,Skodje,Ålesund,30,4764,120,111,43,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
1913,5412,Skånland,Tjeldsund,45,3009,495,465,6,19,TROMS,54,TROMS OG FINNMARK
1573,1573,Smøla,Smøla,null,2134,272,261,8,15,MØRE OG ROMSDAL,15,MØRE OG ROMSDAL
5012,5055,Snillfjord,Hitra,35,999,508,489,2,50,TRØNDELAG,50,TRØNDELAG
5041,5041,Snåase - Snåsa,Snåase - Snåsa,null,2100,2343,2150,1,50,TRØNDELAG,50,TRØNDELAG
1420,4640,Sogndal,Sogndal,28,8191,746,736,11,14,SOGN OG FJORDANE,46,VESTLAND
1111,1111,Sokndal,Sokndal,null,3305,295,267,12,11,ROGALAND,11,ROGALAND
1124,1124,Sola,Sola,null,26582,69,69,386,11,ROGALAND,11,ROGALAND
1412,4636,Solund,Solund,null,820,228,219,4,14,SOGN OG FJORDANE,46,VESTLAND
1017,4204,Songdalen,Kristiansand,16,6706,216,206,33,10,VEST-AGDER,42,AGDER
1870,1870,Sortland - Suortá,Sortland - Suortá,null,10518,722,697,15,18,NORDLAND,18,NORDLAND
