"1998K1","1998K2","1998K3","1998K4","1999K1","1999K2","1999K3","1999K4","2000K1","2000K2","2000K3","2000K4","2001K1","2001K2","2001K3","2001K4","2002K1","2002K2","2002K3","2002K4","2003K1","2003K2","2003K3","2003K4","2004K1","2004K2","2004K3","2004K4","2005K1","2005K2","2005K3","2005K4","2006K1","2006K2","2006K3","2006K4","2007K1","2007K2","2007K3","2007K4","2008K1","2008K2","2008K3","2008K4","2009K1","2009K2","2009K3","2009K4","2010K1","2010K2","2010K3","2010K4","2011K1","2011K2","2011K3","2011K4"
22.3,22.3,22.3,22.4,23.2,23.2,23.2,23.2,23.3,23.3,23.3,23.3,23.9,24.0,24.1,24.1,25.8,25.8,26.4,26.5,27.8,28.0,28.8,29.3,42.2,41.8,41.9,41.9,42.1,42.1,42.1,42.1,41.2,41.0,40.6,40.6,40.8,40.8,40.3,40.3,41.2,41.3,42.1,42.1,43.0,42.9,42.9,42.9,46.7,46.7,46.7,46.7,47.2,47.2,47.2,47.2
