"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
26.3,25.3,27.1,38.4,35.7,61.6,33.8,32.7,50.6,34.4,47.7,42.9,57.1,58.5
